transactionID,dateTime,customerID,productID,categoryID,storeID,salesPersonID,productValue
397,11015280,,5233,133,27,,8
397,11015280,,3663,24,27,,2.8
397,11015280,,5432,44,27,,2.5
397,11015280,,3218,101,27,,7.5
2945,5747640,,1842,41,35,,27.7
2945,5747640,,867,109,35,,11.9
3138,5750340,,843,69,35,,3.4
3138,5750340,,1209,109,35,,12.49
8555,25268340,156049,2491,44,36,47,4.41
8555,25268340,156049,5774,136,36,47,18.45
9976,22239540,,5410,140,11,71,6.5
10955,16742820,,4050,71,29,,3.4
10955,16742820,,4052,71,29,,4.8
16484,107529540,,8468,101,1,2,8
17782,23025120,,4075,92,7,57,21.7
18175,15871500,,3988,71,21,,13.95
18517,25195920,,5535,140,30,81,21
18517,25195920,,4552,146,30,81,29.8
18517,25195920,,5587,101,30,81,25.6
19166,324120,,1910,48,3,,12
19166,324120,,8629,173,3,,7
20130,25376040,,1160,92,36,129,15.2
20713,23049420,,5591,40,16,42,10.92
20713,23049420,,6996,40,16,42,4.08
23563,61219140,,6213,99,38,27,13.5
24378,57945480,30939,6973,91,38,142,10.4
26142,19482600,,1665,92,1,,18.5
26142,19482600,,3959,92,1,,18.5
35190,21912480,,5559,140,21,147,4
35190,21912480,,5538,140,21,147,4
37229,27271800,,6995,40,1,34,6.8
42374,13348140,,5534,44,5,,1
42374,13348140,,1760,71,5,,4.8
42374,13348140,,1759,71,5,,3.4
42374,13348140,,1038,110,5,,5
45415,4826520,,4363,127,11,,10
45415,4826520,,2952,75,11,,16.5
46993,6466920,,4437,71,8,,7
46993,6466920,,8629,173,8,,10
49099,12652260,,2822,144,33,132,10.5
49099,12652260,,3950,134,33,132,8.5
49099,12652260,,1013,110,33,132,5
49246,24152760,22657,1142,92,15,1,15.2
49246,24152760,22657,5133,131,15,1,13.4
53423,5745720,,846,68,16,,16
54996,58286940,,3280,71,36,207,3.5
54996,58286940,,3281,71,36,207,3.5
54996,58286940,,4325,71,36,207,1
55815,26140440,,5315,146,4,117,15.4
56141,21478560,,2194,49,28,62,13.9
56593,23726460,,2971,140,7,165,11.3
64097,22238820,,5481,163,22,,13.2
64097,22238820,,5993,134,22,,10.9
67694,6713280,,832,68,35,,16.5
67997,28481640,,7103,148,32,30,5
67997,28481640,,5765,36,32,30,30
70341,13269060,,3983,75,11,,13
71424,3152820,,4495,134,29,,9.45
71424,3152820,,3952,134,29,,11.25
71424,3152820,,3950,134,29,,7.65
72343,24332040,,5583,99,27,52,10
77908,62254860,,1581,76,22,9,17
77908,62254860,,3984,71,22,9,15
77908,62254860,,2601,82,22,9,8
79252,13804800,,4440,92,1,,14
81090,14464740,,2192,49,11,,12
81090,14464740,,2200,49,11,,12
81090,14464740,,3352,49,11,,14
81090,14464740,,2085,99,11,,12
83280,29010840,,4078,92,9,34,21.7
83566,30624660,72879,4276,30,3,133,12.51
83566,30624660,72879,5291,94,3,133,16.56
83566,30624660,72879,8465,136,3,133,9
84280,16220820,,348,36,21,,23.85
84280,16220820,,4360,127,21,,9.27
84280,16220820,,3343,127,21,,13.86
84280,16220820,,1262,109,21,,9
84280,16220820,,900,109,21,,13.95
87095,24926220,,1762,71,27,130,7
88591,27267120,,4552,146,35,35,14.9
90101,3514080,,6529,75,29,,16.5
95959,5403000,,1759,71,17,,3.4
96302,58785540,,5446,94,15,207,10.94
96302,58785540,,5445,94,15,207,10.56
96302,58785540,,5445,94,15,207,10.56
96302,58785540,,5446,94,15,207,10.94
96302,58785540,,4362,127,15,207,14.9
96302,58785540,,3343,127,15,207,15.4
96554,66665760,62213,5956,140,22,211,13.7
96554,66665760,62213,2994,71,22,211,4.8
96677,116621520,,6759,163,8,284,15.8
96677,116621520,,1698,40,8,284,27.9
97401,24743940,,5597,140,7,155,15
100644,29604960,160320,1669,91,9,,24.3
105119,116766420,59875,5168,24,8,17,4.9
105119,116766420,59875,6842,76,8,17,18.9
105119,116766420,59875,1688,134,8,17,12.9
109022,6457800,,2824,49,32,,18.5
110380,29681040,,5767,36,5,141,30
113658,2985180,,841,69,7,,4.5
116385,3157200,,360,36,28,,10
117156,29768280,,5781,36,11,34,10.5
119619,13168260,,3519,71,27,,16.6
126907,3499560,,4102,71,8,,14.5
128921,27343800,,6973,91,22,122,12.2
128921,27343800,,743,91,22,122,15
128921,27343800,,5446,94,22,122,8.15
128921,27343800,,5445,94,22,122,9.85
129140,23728560,,6532,75,11,97,12.5
129140,23728560,,6531,75,11,97,12.5
129843,20096700,,5538,140,1,,4
134069,14303580,,5171,24,23,,4.2
135923,80393640,56714,8465,136,22,198,10.5
135923,80393640,56714,2994,71,22,198,4.8
135923,80393640,56714,5904,71,22,198,3.4
138634,70885380,64359,6087,92,27,217,25.5
138634,70885380,64359,6098,92,27,217,27.5
138634,70885380,64359,8475,68,27,217,20.5
138634,70885380,64359,6355,71,27,217,8
138634,70885380,64359,5994,71,27,217,5
140440,25014600,144252,5583,99,8,118,9.32
140440,25014600,144252,5393,131,8,118,20.03
141652,29089200,131001,5186,44,16,127,4.78
141652,29089200,131001,4260,127,16,127,6.88
141652,29089200,131001,4364,127,16,127,9.54
141652,29089200,131001,5489,125,16,127,21.52
141652,29089200,131001,6228,48,16,127,30.24
141652,29089200,131001,5477,48,16,127,9.92
141652,29089200,131001,2859,48,16,127,14.32
141652,29089200,131001,5401,132,16,127,6.8
141652,29089200,131001,2195,49,16,127,11.12
141652,29089200,131001,5769,164,16,127,28
146723,13094940,,3983,75,28,,13
152780,5589540,,320,170,26,,20
154722,1533300,,5233,133,22,,11.9
155070,14997420,,1608,75,1,,12
160487,2041560,,1989,75,8,,14.85
160487,2041560,,1761,76,8,,14.85
165520,91819080,,7071,109,20,274,14.2
172989,23630400,,6532,75,22,,17
173518,59487120,,8442,110,38,142,5
173718,27781080,,4552,146,15,1,14.9
176914,7308900,,2733,71,16,,3.4
176914,7308900,,2441,75,16,,16.5
179751,30286440,,2441,75,9,,17
181683,30648660,,2952,75,28,24,16.99
181683,30648660,,5588,101,28,24,17.4
187499,25199340,,749,91,9,,15
189465,30540840,,5583,99,1,36,12.8
189465,30540840,,3739,94,1,36,12.5
189465,30540840,,4335,73,1,36,10.78
189465,30540840,,4334,73,1,36,12.22
189465,30540840,,8629,173,1,36,4
191900,18885000,,1712,163,9,,14.32
191900,18885000,,3986,71,9,,5.6
192635,14483040,,6457,92,33,132,20
194413,15615900,,5136,131,20,,19.5
194413,15615900,,4584,131,20,,28.5
195334,20615820,,2984,140,1,,14.9
195749,59241420,,3951,134,13,144,7.5
201367,2715420,,3973,75,21,,16.5
202407,30387240,,5400,132,9,,8.5
204351,9624900,,4362,127,32,,11.2
204351,9624900,,3210,173,32,,10
205489,73157700,161904,5570,140,27,50,12.96
207494,27955080,,4051,75,23,65,7
208645,93799800,32367,6327,49,16,298,13.7
208645,93799800,32367,4078,92,16,298,23.5
217073,8273700,,5262,71,1,,7
218249,13267920,,5402,132,7,,8.5
220469,30112860,,2375,64,19,33,14.5
220469,30112860,,2328,64,19,33,20.4
220940,28997220,,5793,36,27,50,8
220960,4722060,,5133,131,17,,11.5
220960,4722060,,2195,49,17,,12.15
220960,4722060,,2193,49,17,,12.15
220960,4722060,,5136,131,17,,17.55
221445,14743080,,4101,75,1,,16.5
221445,14743080,,3004,24,1,,10
222901,29685840,,3987,71,2,170,4
224267,8956800,,2971,140,1,,10.17
224267,8956800,,2685,52,1,,13.05
224267,8956800,,2044,44,1,,11.34
229202,19475220,,3774,94,9,,11.3
229202,19475220,,4521,94,9,,15.7
231885,28998600,,5839,71,15,1,7
231885,28998600,,566,173,15,1,2.1
232009,6359760,,3955,134,5,,8.5
232009,6359760,,5262,71,5,,7
236802,30722400,25697,5481,163,21,11,11.88
236802,30722400,25697,2859,48,21,11,16.11
236802,30722400,25697,2850,48,21,11,12.51
239471,26655600,,5585,99,16,42,7.8
240622,9053400,,4075,92,1,,21.3
244005,29087460,,4362,127,15,31,14.4
244148,28397640,,1661,92,36,129,18.9
248783,26674740,,7040,91,8,72,18.9
248984,25442460,,2197,49,11,97,17.9
248984,25442460,,2200,49,11,97,12.4
261767,31760160,,5636,148,29,36,5.95
261767,31760160,,5638,148,29,36,13.3
261767,31760160,,4069,92,29,36,21.2
261767,31760160,,2383,119,29,36,5
261767,31760160,,2387,119,29,36,5
261767,31760160,,5136,131,29,36,15
261767,31760160,,5316,146,29,36,17.4
261767,31760160,,6557,146,29,36,14.4
267049,91305240,,6744,36,22,252,25
267386,24580320,,5589,101,28,62,7
267386,24580320,,5582,101,28,62,9.7
270004,25956360,,4160,92,11,100,13.5
274529,13874460,,1143,92,7,,16.5
275449,24672540,124978,2971,140,28,141,10.17
275495,5148420,,3765,146,13,,20.5
275495,5148420,,5262,71,13,,7
276054,8872560,,4198,30,14,,11.34
279785,7731300,,1124,134,26,,7.65
279785,7731300,,1000,92,26,,18.27
280568,746820,,5316,146,20,,17
282801,19825980,,5317,71,9,,3.5
290173,3339960,,320,170,33,132,20
292051,31341420,,5507,75,9,,17
294077,27684540,128589,4552,146,16,42,13.41
295175,4815060,,2198,49,28,,18
295175,4815060,,7028,109,28,,13.05
295175,4815060,,2193,49,28,,12.15
299033,27020640,,2733,71,9,,3.4
299033,27020640,,3663,24,9,,3
302236,21230160,,5552,140,1,,3.2
302236,21230160,,2047,71,1,,2.72
302236,21230160,,5538,140,1,,3.2
303721,6782220,,1734,92,3,,17.3
303721,6782220,,832,68,3,,16.5
307447,26139720,,5395,131,5,116,16.9
308272,30561840,25754,4552,146,5,116,7.45
308272,30561840,25754,384,36,5,116,17.5
308272,30561840,25754,5587,101,5,116,6.4
308272,30561840,25754,3983,75,5,116,8.5
308272,30561840,25754,5899,44,5,116,1.25
308621,2049720,,5401,132,1,,8.5
308621,2049720,,776,146,1,,14
310021,8436660,,3461,44,26,,2.7
321750,3434760,,3950,134,22,,8.5
321750,3434760,,360,36,22,,5
321750,3434760,,360,36,22,,5
323501,26389320,,5636,148,5,92,8.5
323501,26389320,,5681,36,5,92,10.5
328772,312240,,1126,46,6,,7.5
328772,312240,,1038,110,6,,5
330578,15600060,,3921,92,5,,21.6
330578,15600060,,3983,75,5,,13
330660,25548420,1534,6456,92,1,145,13.5
333749,11013180,,3317,144,19,,14
335263,93281580,35983,6684,36,33,13,9
335263,93281580,35983,5508,75,33,13,7
337718,30629940,,5724,36,21,1,28.5
341554,35217780,,7105,148,26,48,3.5
342932,9633900,,3725,140,16,,9.9
343410,27943380,,5748,99,8,72,6
344832,27096300,,5391,82,11,78,14.4
347310,15010740,,4340,95,11,,16.4
347310,15010740,,2383,119,11,,10
347310,15010740,,2387,119,11,,10
347310,15010740,,3496,29,11,,10.4
347310,15010740,,2193,49,11,,10.8
347310,15010740,,3070,119,11,,32
347310,15010740,,6564,119,11,,30.8
347310,15010740,,3071,119,11,,32
347310,15010740,,3138,119,11,,15
347310,15010740,,4362,127,11,,11.2
347310,15010740,,6550,119,11,,24
347310,15010740,,3482,75,11,,9.6
348340,27257040,,5260,71,11,100,15
348340,27257040,,3957,146,11,100,18.9
348340,27257040,,5535,140,11,100,10.5
348908,60697860,15484,6457,92,28,229,18
348908,60697860,15484,6456,92,28,229,18
348908,60697860,15484,6064,99,28,229,10.8
348908,60697860,15484,3708,71,28,229,3.2
348908,60697860,15484,5257,75,28,229,5.6
349895,29533500,,5732,36,29,58,35
353991,92674260,,3669,24,22,54,3.5
353991,92674260,,4424,24,22,54,4.5
354402,62272320,,6170,36,1,26,39.5
355512,32455560,,2375,64,19,33,14.5
357060,14919300,,2989,148,4,,7.5
357273,30377940,,3983,75,35,35,17
364403,62345700,,6331,36,20,26,49
364599,12752760,,5505,85,35,,5
367192,15076140,,968,110,21,39,7.5
369651,92947980,,6744,36,22,198,25
375941,28570800,,5701,36,9,,28.5
380380,37886880,,2197,49,11,36,17.9
382792,26152680,,3640,29,1,149,10.8
382792,26152680,,3641,29,1,149,16.9
382792,26152680,,3518,28,1,149,11.7
385717,30383160,,566,173,15,31,6.8
386378,9119280,,2441,75,3,,16.5
387268,11005620,,4208,75,21,,16.5
387793,1604460,,943,110,6,,5
391024,4625820,,8629,173,33,132,10
391728,19043160,,4552,146,21,39,14.9
397622,93271560,,2801,28,22,252,14.5
404412,30828540,,2192,49,5,92,12.4
412124,19646160,,5136,131,8,,10
412124,19646160,,6228,48,8,,10
412989,30379620,,3279,71,23,10,7
414427,34511400,,5839,71,14,119,7
414427,34511400,,2441,75,14,119,12
418907,8862900,,2994,71,8,,4.8
418907,8862900,,3546,71,8,,3.4
418907,8862900,,4340,95,8,,20.5
419552,28208280,,5585,99,11,71,7.8
419731,6106500,,1707,163,28,,6.8
419731,6106500,,2859,48,28,,14
419731,6106500,,3472,92,28,,19.2
419945,25453320,,6529,75,1,138,13.6
419945,25453320,,3750,163,1,138,8.64
422955,14916480,,3482,75,8,,6
422955,14916480,,5317,71,8,,2.24
422962,2397720,,2373,62,6,,12.8
423338,26574900,,5640,148,28,152,4
424799,33659820,,5409,140,17,32,6.5
424799,33659820,,5570,140,17,32,13
425363,15592680,,3949,134,14,,10.5
425363,15592680,,1757,75,14,,6.9
430535,35133180,,2894,75,14,87,7
431548,61919040,,3743,94,28,24,5
431548,61919040,,5965,94,28,24,7
437389,111513960,,6767,94,1,166,24.1
438809,16126260,,4105,75,1,,7
438809,16126260,,1989,75,1,,17
439825,4628460,,1013,110,7,,5
440031,3507840,,5408,140,20,,6.5
443217,16309980,,3281,71,5,,4.5
443217,16309980,,1629,71,5,,2
443403,92940420,,6428,71,30,14,6
454303,14814960,,3769,148,14,,5
454303,14814960,,942,110,14,,5
454568,30107520,,6988,110,7,5,7.5
455548,29264160,,3282,71,21,40,7
455548,29264160,,944,110,21,40,7.5
455548,29264160,,5896,44,21,40,1
465515,5500320,,3000,71,33,132,14.5
469908,20442060,,5023,28,23,,5.5
469924,20517240,,5324,164,20,,13.5
470702,20086140,,6477,28,1,,3
470702,20086140,,3458,44,1,,5.9
470702,20086140,,5587,101,1,,12.8
470702,20086140,,5583,99,1,,12.8
471163,31680300,,3705,71,5,116,4
471163,31680300,,942,110,5,116,5
471163,31680300,,1038,110,5,116,5
471163,31680300,,3665,24,5,116,3
473050,28894200,,5680,36,11,78,10.5
473050,28894200,,5681,36,11,78,10.5
473386,30380520,,4440,92,33,13,7.2
473386,30380520,,3973,75,33,13,17
476354,3512460,,3315,138,6,,14
476354,3512460,,5263,71,6,,3.4
478542,64605660,,6189,148,13,144,9
480656,28995000,,5693,44,11,100,3
480656,28995000,,5839,71,11,100,7
480656,28995000,,3800,71,11,100,3.6
480656,28995000,,349,36,11,100,24.5
481943,30479400,,5899,44,29,20,2.5
481943,30479400,,383,36,29,20,45
484532,16637700,,6532,75,28,,15.3
484720,44634000,,5678,36,9,,5
484929,37310760,,3482,75,1,2,13.5
485520,38155800,,4208,75,6,132,17
489198,2479380,,5259,71,23,,8.5
496351,45661380,,3476,92,32,30,24.5
496351,45661380,,832,68,32,30,16.9
497082,65987580,,8503,110,16,66,5
497902,16022640,,5317,71,11,,4.5
499925,30381600,,5289,40,9,,14.7
506573,32112360,52452,5403,132,15,31,9.45
509184,12130740,,5603,85,16,,5
509184,12130740,,1222,91,16,,8.56
509184,12130740,,1256,91,16,,8.56
509184,12130740,,843,69,16,,3.2
509184,12130740,,4120,71,16,,3.84
509184,12130740,,2607,82,16,,5.12
513188,16973340,,5317,71,5,,4.5
513188,16973340,,3281,71,5,,4.5
515489,36176640,,5839,71,2,170,7
515489,36176640,,1013,110,2,170,5
516511,1272840,,1224,110,25,,7.5
516688,31338960,,5587,101,20,75,12.8
516688,31338960,,5583,99,20,75,12.8
517407,16713600,,999,48,22,,18.9
517407,16713600,,5507,75,22,,17
520138,31244160,,3210,173,23,109,10
520376,28217700,28852,3749,140,1,138,11.34
520376,28217700,28852,2971,140,1,138,10.17
523999,27880500,,5583,99,28,152,38.4
524677,17057160,,2187,76,5,,10
524677,17057160,,4201,71,5,,7.5
524677,17057160,,3665,24,5,,3
527403,40392720,,5258,76,19,33,17
528613,5998860,,4208,75,22,,16.5
533083,28731360,,2988,71,5,179,15
535627,1344120,,1608,75,5,,12
542436,13961820,,2822,144,30,207,10.5
543686,92570820,,6321,99,32,256,3.7
543686,92570820,,6325,99,32,256,3.7
547575,7988760,,4021,142,13,,19.5
547575,7988760,,4481,84,13,,17.5
547575,7988760,,3522,71,13,,13.9
550460,66402420,35003,8468,101,13,118,7.5
550460,66402420,35003,6067,99,13,118,8.5
559289,30377340,,5791,164,36,15,26.5
559289,30377340,,5842,71,36,15,7
560297,32804040,155910,6490,76,4,103,15.3
560297,32804040,155910,3210,173,4,103,10
560361,6185100,,3665,24,22,,2.8
560361,6185100,,4552,146,22,,14.5
560404,7236060,,4489,84,28,,19.5
566431,4123620,,1119,68,1,,20
566431,4123620,,3918,92,1,,24
567290,34446960,,5136,131,30,82,19.9
567290,34446960,,5916,44,30,82,1.5
570377,34258740,,3663,24,15,31,3
570377,34258740,,3665,24,15,31,3
570377,34258740,,3756,24,15,31,3
571069,98117220,,4173,49,19,275,26.8
571237,41697780,,6532,75,6,51,17
571237,41697780,,6988,110,6,51,7.5
576014,42728520,,5608,71,19,33,8
576014,42728520,,5610,71,19,33,8
576816,52067820,,5839,71,3,99,7
576816,52067820,,1013,110,3,99,5
579447,29092920,19092,3708,71,1,178,3.2
579447,29092920,19092,4449,84,1,178,8.96
579447,29092920,19092,4450,84,1,178,17.52
579447,29092920,19092,5474,84,1,178,15.52
579447,29092920,19092,5906,44,1,178,1.6
579447,29092920,19092,5233,133,1,178,9.84
579447,29092920,19092,5490,71,1,178,9.6
579447,29092920,19092,3209,163,1,178,8.64
585290,32881800,,5315,146,20,75,15.4
588632,4466880,,1121,134,8,,6.5
593872,33317700,,5607,71,35,35,8
593872,33317700,,1221,91,35,35,10.9
597049,17512380,,5842,71,22,,7
603505,6344460,,8629,173,20,,10
604515,36781800,,1013,110,21,40,5
605776,44544780,,3953,134,19,33,8.9
615221,11956440,,6459,92,29,,18
615221,11956440,,744,91,29,,13.23
615221,11956440,,1221,91,29,,9.63
615221,11956440,,1265,109,29,,12.51
617583,33833340,,5693,44,20,41,3
620256,46371120,83510,2276,75,1,2,12
620256,46371120,83510,2952,75,1,2,12
620256,46371120,83510,2951,75,1,2,12
620256,46371120,83510,8469,146,1,2,34.56
624152,67604520,32623,4074,92,38,206,22.5
631061,31418280,,3280,71,33,,5
631061,31418280,,3281,71,33,,5
631061,31418280,,4326,75,33,,4.5
634153,18628560,,1781,144,19,,9.36
635441,10683960,,5393,131,11,,21
637147,46284060,,3696,146,5,68,9.8
639387,31844820,128239,2289,101,7,163,11.34
639387,31844820,128239,4481,84,7,163,16.02
639387,31844820,128239,2068,146,7,163,4.77
644762,21812520,,5527,71,27,,7
644762,21812520,,5843,71,27,,7
648430,30465840,,2082,99,11,22,12.4
653072,10332540,,2082,99,2,,12
655537,1275240,,5173,24,16,,4.2
656832,93633540,,6705,36,32,260,39.5
662063,56973540,26632,5607,71,3,158,6.26
662063,56973540,26632,5941,24,3,158,5.74
662063,56973540,26632,5507,75,3,158,9
663058,21745860,,1707,163,1,,7.92
663058,21745860,,1708,163,1,,15.21
663058,21745860,,739,91,1,,11.61
663067,7135860,,3885,144,7,,4
663067,7135860,,6823,71,7,,5
663067,7135860,,3282,71,7,,5
663067,7135860,,3490,163,7,,4
663369,32794980,,5281,40,29,137,14.7
663369,32794980,,5425,144,29,137,10
667232,32630280,,3950,134,25,126,8.9
667232,32630280,,4552,146,25,126,14.9
669048,53009160,77603,2296,101,20,36,31.5
669048,53009160,77603,5403,132,20,36,9.45
669048,53009160,77603,5488,125,20,36,25.65
671895,10326300,,2275,44,13,,1.35
671895,10326300,,5135,131,13,,6.75
671895,10326300,,4461,163,13,,9.75
671895,10326300,,5505,85,13,,3.5
671895,10326300,,999,48,13,,9.25
671895,10326300,,1172,91,13,,5
671895,10326300,,1178,91,13,,5
671895,10326300,,1257,91,13,,5.35
671895,10326300,,6973,91,13,,5.95
671895,10326300,,3210,173,13,,10
671895,10326300,,3210,173,13,,10
671895,10326300,,3210,173,13,,10
672137,4983240,,8629,173,1,,10
676477,50934240,,743,91,9,,15
677265,33234420,24398,5281,40,29,58,13.23
678311,4362120,,1782,144,4,,10.5
679599,30301200,,2001,79,5,179,5
684998,111599220,127424,6438,92,22,211,19.9
685080,46090140,33489,2993,71,14,87,4.32
685080,46090140,33489,2047,71,14,87,3.06
685080,46090140,33489,1266,109,14,87,11.61
685080,46090140,33489,1060,52,14,87,9.45
685080,46090140,33489,1258,91,14,87,9.81
685080,46090140,33489,1663,92,14,87,17.01
688687,46086000,,5678,36,6,51,5
688983,13604760,,5477,48,1,,12
688983,13604760,,2859,48,1,,17.5
690479,32188980,,4440,92,33,81,7.2
690681,56891940,44514,5544,140,32,30,5.5
690681,56891940,44514,,,32,30,20
690681,56891940,44514,,,32,30,20
690681,56891940,44514,,,32,30,20
690992,69527880,,6329,49,13,118,13.5
690992,69527880,,3696,146,13,118,11.5
690992,69527880,,5953,71,13,118,5
690992,69527880,,1581,76,13,118,18.5
691468,7827660,,4117,140,20,,13.05
691509,56369580,25789,5621,80,26,34,20
691663,58548180,,4078,92,3,133,22.5
692087,21303060,,5839,71,8,,6.3
692087,21303060,,2996,71,8,,13.5
693970,1187520,,3726,140,35,,13.7
696289,30462840,,5908,71,11,22,3.4
701942,38928540,,3482,75,27,52,12.5
710247,60198900,,6301,36,21,1,15
716358,10948440,,4552,146,8,,11.5
718105,7124940,,6532,75,23,,16.5
722393,31255380,1365,5578,140,16,42,11.86
722393,31255380,1365,1608,75,16,42,11.39
722393,31255380,1365,3210,173,16,42,10
735092,30568380,,5266,71,1,2,11.06
735092,30568380,,5265,71,1,2,8.44
735092,30568380,,3313,71,1,2,4
735801,9211980,,5229,136,33,132,5
737689,2549700,,2296,101,16,,14
737689,2549700,,2288,101,16,,10
737689,2549700,,2992,71,16,,11.6
738676,114711120,,6577,138,1,99,26.3
746361,5399880,,5523,71,1,,7
750519,30646080,,942,110,1,2,5
753329,4462740,,2298,101,25,,9.3
756717,114893760,,5571,140,1,61,5
756717,114893760,,5572,140,1,61,5
758724,11302980,,1856,146,8,,22.5
759404,9478920,,3944,28,20,,10.35
759404,9478920,,3950,134,20,,7.65
759404,9478920,,969,163,20,,5.94
759794,30719340,,5583,99,5,116,12.8
759794,30719340,,2197,49,5,116,17.9
759794,30719340,,1124,134,5,116,8.9
760981,14818320,,5250,136,21,,24
762960,12747720,,7030,109,36,307,14.5
767221,19824840,,,,15,,4.3
767221,19824840,,,,15,,4.3
767221,19824840,,,,15,,4.3
767239,18285120,,4350,134,1,,6.9
769078,61312080,,6299,36,21,1,14.5
769078,61312080,,6153,36,21,1,10.5
769577,19743600,,5525,71,28,,7
769577,19743600,,5262,71,28,,7
769577,19743600,,3310,71,28,,3.4
769577,19743600,,5571,140,28,,4
769577,19743600,,5572,140,28,,4
773027,61409400,,282,36,21,1,24.5
773027,61409400,,6270,44,21,1,1.5
774886,38338380,,3281,71,4,117,4.5
775096,35744940,,4449,84,21,148,11.2
777628,49554660,95340,5541,140,6,132,11.7
777628,49554660,95340,2296,101,6,132,15.75
780672,60954600,,6574,122,25,34,10.51
780672,60954600,,5500,122,25,34,12.49
782028,7729560,,6459,92,27,,20
784599,35833320,,5996,71,9,,7
786212,410940,,6529,75,26,,16.5
795090,16797900,,5524,71,8,,7
795391,41598180,,6946,91,15,31,10.2
799841,10251900,,4109,140,33,132,13.7
800430,17579100,,1213,94,30,207,13.6
800944,8947080,,1260,173,7,,7.5
800944,8947080,,4950,75,7,,16.5
800944,8947080,,2520,51,7,,14.5
800944,8947080,,2085,99,7,,12
801100,30886740,,5841,71,1,2,7
801295,35393400,12908,3472,92,7,163,12.25
801295,35393400,12908,1143,92,7,163,8.45
803733,5146800,,1586,92,25,,22.7
806331,39362220,,5502,41,23,109,15.92
806331,39362220,,5991,71,23,109,7
808223,996180,,3500,60,28,,6.2
808223,996180,,1036,29,28,,6.5
808223,996180,,1115,29,28,,6.5
808223,996180,,3511,29,28,,7.6
809434,390420,,4101,75,29,,16.5
810820,919800,,3337,127,26,,8
810820,919800,,2824,49,26,,16.65
810820,919800,,2193,49,26,,12.15
817599,10682400,,4208,75,33,132,16.5
817599,10682400,,2601,82,33,132,7
817599,10682400,,5408,140,33,132,6.5
820551,32973960,,5234,133,22,54,17.2
821797,31425240,,1124,134,5,43,8.9
822356,1180440,,6529,75,28,,12
825527,61058460,,6823,71,5,204,8
825527,61058460,,5904,71,5,204,3.32
825527,61058460,,2994,71,5,204,4.68
832837,12416580,,5395,131,5,,16.5
832837,12416580,,4208,75,5,,16.5
836721,20425320,,8629,173,22,,19
836721,20425320,,5170,24,22,,4.3
838209,44127600,,5285,40,26,95,14.7
840477,73905240,,2999,71,38,206,15.5
840477,73905240,,6428,71,38,206,6
